Tier	Begin time	End time	Duration	Annotation
annotation	00:00:09.663	00:00:10.359	0.696	G
annotation	00:00:10.359	00:00:10.949	0.59	G
annotation	00:00:10.949	00:00:12.306	1.358	R
annotation	00:00:12.306	00:00:12.676	0.369	S
annotation	00:00:12.676	00:00:13.045	0.369	S
annotation	00:00:13.045	00:00:13.410	0.365	R
annotation	00:00:13.410	00:00:13.775	0.365	R
annotation	00:00:13.775	00:00:14.101	0.326	G
annotation	00:00:14.101	00:00:14.428	0.326	G
annotation	00:00:14.428	00:00:14.785	0.358	R
annotation	00:00:14.785	00:00:15.143	0.358	R
annotation	00:00:15.143	00:00:15.508	0.365	S
annotation	00:00:15.508	00:00:15.873	0.365	R
annotation	00:00:15.873	00:00:16.200	0.327	G
annotation	00:00:16.200	00:00:16.527	0.327	R
annotation	00:00:16.527	00:00:16.807	0.28	S
annotation	00:00:16.807	00:00:17.086	0.28	R
annotation	00:00:17.086	00:00:17.409	0.32299999999999995	S
annotation	00:00:17.409	00:00:17.731	0.32299999999999995	D
annotation	00:00:17.731	00:00:18.050	0.318	S
annotation	00:00:18.050	00:00:18.368	0.318	R
annotation	00:00:18.368	00:00:18.693	0.324	G
annotation	00:00:18.693	00:00:19.017	0.324	P
annotation	00:00:19.017	00:00:19.343	0.326	G
annotation	00:00:19.343	00:00:19.669	0.326	R
annotation	00:00:19.669	00:00:19.992	0.32299999999999995	S
annotation	00:00:19.992	00:00:20.315	0.32299999999999995	R
annotation	00:00:34.762	00:00:35.021	0.259	G
annotation	00:00:35.021	00:00:35.280	0.259	P
annotation	00:00:35.280	00:00:35.585	0.305	G
annotation	00:00:35.585	00:00:35.889	0.305	G
annotation	00:00:35.889	00:00:36.223	0.33399999999999996	R
annotation	00:00:36.223	00:00:36.557	0.33399999999999996	S
annotation	00:00:36.557	00:00:36.858	0.301	R
annotation	00:00:36.858	00:00:37.158	0.301	G
annotation	00:00:37.158	00:00:37.489	0.33	R
annotation	00:00:37.489	00:00:37.819	0.33	R
annotation	00:00:37.819	00:00:38.139	0.32	S
annotation	00:00:38.139	00:00:38.459	0.32	D
