Begin time	End time	Duration	Annotation
00:00:15.690	00:00:17.298	1.6079999999999988	5000
00:00:56.715	00:00:58.163	1.4479999999999933	5000
00:01:18.049	00:01:19.143	1.093999999999994	5000
00:01:33.478	00:01:34.539	1.061000000000007	5000
00:03:48.566	00:03:49.364	0.7980000000000018	5000
00:03:49.445	00:03:50.563	1.117999999999995	5000
00:03:53.339	00:03:54.359	1.0200000000000102	5000
00:03:56.182	00:03:57.086	0.9040000000000248	5000
00:03:58.829	00:03:59.829	1.0	5000
00:04:13.143	00:04:14.270	1.1270000000000095	5000
00:04:14.539	00:04:15.608	1.0690000000000168	5000
00:04:18.204	00:04:19.461	1.257000000000005	5000
00:04:30.016	00:04:30.932	0.9159999999999968	5000
00:05:18.514	00:05:19.495	0.9809999999999945	5000
00:05:24.185	00:05:25.259	1.0740000000000123	5000
00:06:32.555	00:06:33.527	0.97199999999998	5000
00:07:29.576	00:07:30.645	1.06899999999996	5000
00:07:32.457	00:07:33.469	1.0120000000000005	5000
00:07:35.494	00:07:36.563	1.06899999999996	5000
