0.687279,2
1.414104,3
2.271497,1
3.086168,2
3.901315,3
4.713515,1
5.519433,2
6.332517,3
7.117914,1
7.916916,2
8.750635,3
9.532789,1
10.322268,2
11.134966,3
11.962902,1
12.759932,2
13.553832,3
14.375283,1
15.208844,2
15.999546,3
16.849569,1
17.644512,2
18.449252,3
19.294558,1
20.086259,2
20.887347,3
21.767347,1
22.581088,2
23.393107,3
24.225215,1
25.049524,2
25.856417,3
26.665261,1
27.522449,2
28.280748,3
29.069229,1
29.860068,2
30.686168,3
31.512177,1
32.296961,2
33.087528,3
33.921565,1
34.725646,2
35.562358,3
36.351837,1
37.187755,2
38.029229,3
38.823946,1
39.653651,2
40.430748,3
41.223832,1
42.072449,2
42.877234,3
43.683537,1
44.493220,2
45.285714,3
46.139048,1
46.944921,2
47.780975,3
48.617982,1
49.441293,2
50.271134,3
51.073288,1
51.903401,2
52.721905,3
53.530544,1
54.347302,2
55.164626,3
55.949478,1
56.783537,2
57.582585,3
58.381769,1
59.234218,2
60.071020,3
60.914921,1
61.729070,2
62.551020,3
63.350839,1
64.198367,2
65.026825,3
65.839365,1
66.675556,2
67.531723,3
68.383764,1
69.173605,2
70.024422,3
70.819002,1
71.644807,2
72.440680,3
73.219320,1
74.033016,2
74.838912,3
75.621746,1
76.441315,2
77.329456,3
78.170068,1
79.030113,2
79.906440,3
80.747778,1
81.616848,2
82.434921,3
83.275556,1
84.133469,2
84.948345,3
85.769705,1
86.631610,2
87.456440,3
88.303719,1
89.123673,2
89.988934,3
90.863447,1
91.708209,2
92.549932,3
93.384512,1
94.263469,2
95.069478,3
95.918345,1
96.768254,2
97.601882,3
98.440499,1
99.311270,2
100.150839,3
101.029501,1
101.827392,2
102.732449,3
103.595215,1
104.451088,2
105.300408,3
106.134875,1
107.015964,2
107.863492,3
108.692789,1
109.538209,2
110.417891,3
111.244535,1
112.095329,2
112.960272,3
113.767166,1
114.611723,2
115.433197,3
116.280726,1
117.128254,2
117.976780,3
118.800091,1
119.656463,2
120.489342,3
121.360091,1
122.213923,2
123.043537,3
123.891633,1
124.689456,2
125.537937,3
126.356213,1
127.180363,2
128.040998,3
128.869819,1
129.741723,2
130.587438,3
131.412902,1
132.283696,2
133.117596,3
133.944263,1
134.773673,2
135.623175,3
136.426961,1
137.291043,2
138.148322,3
139.003741,1
139.843537,2
140.696508,3
141.538231,1
142.462132,2
143.265533,3
144.067506,1
144.938095,2
145.751633,3
146.587891,1
147.482653,2
148.324263,3
149.171791,1
150.007710,2
150.762358,3
151.598277,1
152.471134,2
153.335102,3
154.179864,1
155.028980,2
155.870748,3
156.689252,1
157.570113,2
