0.717279,1
1.477574,2
2.181224,3
2.956667,4
3.771474,5
4.557279,6
5.325465,7
6.079615,8
6.824535,1
7.605556,2
8.378141,3
9.121519,4
9.864240,5
10.620590,6
11.389501,7
12.105465,8
12.846531,1
13.614331,2
14.381565,3
15.124626,4
15.844014,5
16.519660,6
17.264036,7
17.954104,8
18.667619,1
19.445283,2
20.188027,3
21.025669,4
21.774512,5
22.534966,6
23.283810,7
24.055873,8
24.857823,1
25.587415,2
26.353039,3
27.138322,4
27.919660,5
28.661066,6
29.359025,7
30.125805,8
30.864195,1
31.626485,2
32.367007,3
33.144422,4
33.912200,5
34.677302,6
35.442902,7
36.212789,8
36.916100,1
37.699433,2
38.432857,3
39.206916,4
39.980385,5
40.736100,6
41.482902,7
42.249683,8
42.960794,1
43.700204,2
44.429025,3
45.171088,4
45.890181,5
46.587823,6
47.264218,7
48.013061,8
48.747506,1
49.441088,2
50.169342,3
50.921361,4
51.679002,5
52.398571,6
53.114376,7
53.820930,8
54.553016,1
55.350567,2
56.093605,3
56.865669,4
57.640408,5
58.363356,6
59.144331,7
59.866145,8
60.624943,1
61.379388,2
62.134240,3
62.912834,4
63.678685,5
64.464649,6
65.199456,7
65.953447,8
66.674467,1
67.424535,2
68.167506,3
68.914853,4
69.633084,5
70.401270,6
71.120272,7
71.830181,8
72.546689,1
73.274422,2
74.034603,3
74.791474,4
75.547619,5
76.328458,6
77.067029,7
77.817483,8
78.553107,1
79.238095,2
79.976304,3
80.711406,4
81.516259,5
82.296304,6
83.033628,7
83.780340,8
84.492993,1
85.203719,2
85.915578,3
86.656644,4
87.421633,5
88.175215,6
88.907823,7
89.662608,8
90.363379,1
91.077370,2
91.800091,3
92.566349,4
93.332608,5
94.110476,6
94.850045,7
95.592540,8
96.313356,1
97.072540,2
97.810680,3
98.589546,4
99.381406,5
100.136054,6
100.913923,7
101.653583,8
102.433061,1
103.186667,2
103.929683,3
104.719660,4
105.463900,5
106.239819,6
106.966213,7
107.676735,8
108.384943,1
109.098073,2
109.818707,3
110.595873,4
111.391610,5
112.127506,6
112.876893,7
113.600635,8
114.351769,1
115.101315,2
115.844354,3
116.633832,4
117.458435,5
118.234671,6
118.932222,7
119.688095,8
120.405941,1
121.126893,2
121.902902,3
122.643016,4
123.389569,5
124.085510,6
124.875238,7
125.607868,8
126.336599,1
127.095782,2
127.820091,3
128.556939,4
129.264331,5
130.006553,6
130.736327,7
131.457415,8
132.166508,1
132.881247,2
133.604444,3
134.267234,4
134.936961,5
135.631338,6
136.285442,7
136.982585,8
137.691723,1
