0.473560,1
1.185215,2
1.913197,3
2.601247,1
3.306553,2
4.064490,3
4.824943,1
5.591202,2
6.306576,3
7.010612,1
7.756463,2
8.443401,3
9.207710,1
9.957687,2
10.734422,3
11.505102,1
12.288481,2
13.039002,3
13.816871,1
14.619819,2
15.372948,3
16.124875,1
16.898435,2
17.623243,3
18.388776,1
19.134422,2
19.946576,3
20.701202,1
21.444626,2
22.164444,3
22.953923,1
23.728571,2
24.465828,3
25.228685,1
26.001542,2
26.720159,3
27.470204,1
28.224853,2
28.973696,3
29.732857,1
30.496145,2
31.213832,3
31.998095,1
32.775057,2
33.528345,3
34.267846,1
34.999274,2
35.742313,3
36.464853,1
37.210975,2
37.971429,3
38.702857,1
39.477868,2
40.206349,3
40.934490,1
41.700839,2
42.442494,3
43.190113,1
43.938957,2
44.652971,3
45.361179,1
46.116372,2
46.864671,3
47.596100,1
48.335238,2
49.082177,3
49.790385,1
50.537528,2
51.314286,3
52.048526,1
52.799093,2
53.557823,3
54.266032,1
55.002834,2
55.759637,3
56.524172,1
57.267211,2
58.004444,3
58.834558,1
59.592018,2
60.349660,3
61.127528,1
61.890998,2
62.648050,3
63.408889,1
64.157732,2
64.902086,3
65.669909,1
66.409093,2
67.168458,3
67.917800,1
68.660023,2
69.396009,3
70.100340,1
70.796168,2
71.518458,3
72.203447,1
72.952290,2
73.669909,3
74.415147,1
75.162902,2
75.901224,3
76.656304,1
77.382200,2
78.148821,3
78.899546,1
79.646100,2
80.374263,3
81.049819,1
81.804898,2
82.528254,3
83.296916,1
84.034444,2
84.764830,3
85.485261,1
86.244558,2
86.959388,3
87.726576,1
88.455170,2
89.212971,3
89.919048,1
90.658934,2
91.383129,3
92.126168,1
92.865964,2
93.571610,3
94.316735,1
95.034467,2
95.806531,3
96.497324,1
97.265805,2
97.971791,3
98.745805,1
99.485261,2
100.206712,3
100.914921,1
101.681179,2
102.445011,3
103.183764,1
103.887188,2
104.650998,3
105.367347,1
106.101293,2
106.824399,3
107.592313,1
108.343968,2
109.007075,3
109.761723,1
110.516372,2
111.253605,3
111.967483,1
112.733878,2
113.447891,3
114.221859,1
114.938073,2
115.691542,3
116.434603,1
117.166304,2
117.906122,3
118.638277,1
119.407846,2
120.139206,3
120.904762,1
121.667755,2
122.415714,3
123.194467,1
123.889048,2
124.683923,3
125.413129,1
126.146984,2
126.849864,3
127.558231,1
128.302494,2
129.022676,3
129.739274,1
130.496531,2
131.215011,3
131.991088,1
132.691429,2
133.476463,3
134.243379,1
135.002336,2
135.712154,3
136.479728,1
137.209433,2
137.915918,3
138.686349,1
139.421837,2
140.155692,3
140.908367,1
141.662313,2
142.395533,3
143.137596,1
143.895057,2
144.659977,3
145.390113,1
146.141587,2
146.919456,3
147.617370,1
148.430431,2
149.142902,3
149.884512,1
150.639796,2
151.366077,3
152.100249,1
152.854830,2
153.604036,3
154.338231,1
155.029025,2
155.801202,3
156.534694,1
157.292971,2
158.068798,3
158.777642,1
159.519909,2
160.261429,3
161.037188,1
161.773243,2
162.505850,3
163.217664,1
163.945488,2
164.705941,3
165.444762,1
166.162993,2
166.922358,3
167.643265,1
168.386304,2
169.140952,3
169.875896,1
170.632109,2
171.335238,3
172.069116,1
172.838730,2
173.558549,3
174.312766,1
175.045737,2
175.773696,3
176.542109,1
177.271927,2
178.040000,3
178.735782,1
179.454467,2
180.219751,3
180.955034,1
181.693764,2
182.422766,3
183.155057,1
183.891429,2
184.611247,3
185.319456,1
186.068299,2
186.809252,3
187.558390,1
188.287256,2
189.034649,3
189.753605,1
190.502381,2
191.216803,3
191.942109,1
192.662766,2
193.409751,3
194.151905,1
194.870975,2
195.621474,3
196.343129,1
197.077211,2
197.823401,3
198.543220,1
199.315125,2
200.017687,3
200.740499,1
201.468934,2
202.182971,3
202.940794,1
203.700454,2
204.423673,3
205.160907,1
205.893265,2
206.641179,3
207.360998,1
208.096009,2
208.815578,3
209.560998,1
210.316553,2
211.063560,3
211.799138,1
212.585488,2
213.299501,3
214.115215,1
214.853084,2
215.620045,3
216.395850,1
217.142404,2
217.891247,3
218.622676,1
219.402812,2
220.182222,3
220.936508,1
221.716190,2
222.400771,3
223.083084,1
223.876190,2
224.575737,3
225.290658,1
226.000680,2
226.757075,3
227.469478,1
228.194127,2
228.909615,3
229.678889,1
230.438186,2
231.162086,3
231.883968,1
232.626803,2
233.349887,3
234.145215,1
234.884717,2
235.612132,3
236.307800,1
237.043311,2
237.726485,3
238.456304,1
239.219456,2
239.945556,3
240.646803,1
241.404014,2
242.151995,3
242.858503,1
243.598957,2
244.332971,3
245.064399,1
245.772608,2
246.515646,3
247.223855,1
247.962857,2
248.709932,3
249.435556,1
250.184172,2
250.889184,3
251.595011,1
252.329433,2
253.049955,3
253.759025,1
254.512472,2
255.220023,3
255.925533,1
256.670612,2
257.403401,3
258.123061,1
258.868662,2
259.611701,3
260.376122,1
261.120998,2
261.811791,3
262.525805,1
263.251429,2
263.973764,3
264.691066,1
265.391655,2
266.095873,3
266.792472,1
267.500680,2
268.226304,3
268.963537,1
269.685465,2
270.412358,3
271.146213,1
271.880249,2
272.603265,3
273.373878,1
274.077732,2
274.797551,3
275.517370,1
276.248798,2
276.968617,3
277.700045,1
278.392381,2
279.115011,3
279.863787,1
280.575941,2
281.275918,3
281.955102,1
282.685283,2
283.423764,3
284.143583,1
284.871474,2
285.571610,3
286.287937,1
287.005442,2
287.742676,3
288.479909,1
289.199728,2
289.960181,3
290.725918,1
291.417234,2
292.198209,3
292.929524,1
293.668209,2
294.380408,3
295.115011,1
295.830363,2
296.553515,3
297.276961,1
297.992449,2
298.708299,3
299.476984,1
300.210317,2
300.920000,3
301.662766,1
302.377052,2
303.111814,3
303.839138,1
304.601156,2
305.279546,3
306.002834,1
306.720136,2
307.433197,3
308.137324,1
308.886599,2
309.562676,3
310.263787,1
310.996667,2
311.705669,3
312.405964,1
313.120703,2
313.813175,3
314.521088,1
315.266417,2
316.010249,3
316.753946,1
317.475828,2
318.228005,3
318.914807,1
319.657052,2
320.396349,3
321.114785,1
321.838707,2
322.568844,3
323.280816,1
324.006440,2
324.743673,3
325.492517,1
326.212336,2
326.932154,3
327.651973,1
328.383401,2
329.119683,3
329.831542,1
330.531247,2
331.227846,3
331.947664,1
332.679093,2
333.381497,3
334.130340,1
334.826939,2
335.535147,3
336.220136,1
336.934150,2
337.630748,3
338.321542,1
339.029751,2
339.749569,3
340.469388,1
341.160181,2
341.850975,3
342.541769,1
343.290612,2
343.981565,3
344.724444,1
345.498027,2
346.204717,3
346.939955,1
347.673696,2
348.372653,3
349.073152,1
349.772404,2
350.496349,3
351.198503,1
351.912494,2
352.609070,3
353.295669,1
353.987370,2
354.681973,3
355.371179,1
356.091655,2
356.793016,3
357.551587,1
358.263946,2
358.979932,3
359.721406,1
360.471156,2
361.196349,3
361.955442,1
362.659637,2
363.388458,3
364.188571,1
364.949025,2
365.668844,3
366.464240,1
367.185714,2
367.926984,3
368.692063,1
369.407506,2
370.127710,3
370.864308,1
371.618957,2
372.361995,3
373.119773,1
373.878005,2
374.612744,3
375.360522,1
376.097664,2
376.830023,3
377.571224,1
378.287256,2
379.018458,3
379.750476,1
380.469932,2
381.185578,3
381.899592,1
382.636825,2
383.389025,3
384.101905,1
384.846190,2
385.585760,3
386.320499,1
387.058617,2
387.790522,3
388.528005,1
389.270635,2
389.979410,3
390.699297,1
391.481247,2
392.179728,3
392.891882,1
393.622517,2
394.323878,3
395.075850,1
395.797438,2
396.493333,3
397.228095,1
