Tier	Begin time	End time	Duration	Annotation
annotation	00:00:08.962	00:00:09.380	0.41700000000000004	S
annotation	00:00:09.380	00:00:10.167	0.787	S
annotation	00:00:10.167	00:00:10.537	0.37	S
annotation	00:00:10.537	00:00:10.921	0.384	N
annotation	00:00:10.921	00:00:11.304	0.384	D
annotation	00:00:11.304	00:00:11.729	0.425	R
annotation	00:00:11.729	00:00:12.154	0.425	S
annotation	00:00:12.154	00:00:12.571	0.418	N
annotation	00:00:12.571	00:00:12.989	0.418	N
annotation	00:00:12.989	00:00:13.402	0.41200000000000003	D
annotation	00:00:13.402	00:00:13.814	0.41200000000000003	D
annotation	00:00:13.814	00:00:14.220	0.406	P
annotation	00:00:14.220	00:00:14.627	0.406	M
annotation	00:00:14.627	00:00:15.034	0.40700000000000003	G
annotation	00:00:15.034	00:00:15.441	0.40700000000000003	M
annotation	00:00:15.441	00:00:15.834	0.39299999999999996	P
annotation	00:00:15.834	00:00:16.227	0.39299999999999996	D
annotation	00:00:16.227	00:00:16.629	0.402	N
annotation	00:00:16.629	00:00:17.443	0.8140000000000001	D
annotation	00:00:17.443	00:00:17.855	0.41200000000000003	R
annotation	00:00:17.855	00:00:18.243	0.38799999999999996	S
annotation	00:00:18.243	00:00:18.631	0.38799999999999996	N
annotation	00:00:18.631	00:00:19.032	0.401	D
annotation	00:00:19.032	00:00:19.433	0.401	P
annotation	00:00:19.433	00:00:19.857	0.424	M
annotation	00:00:19.857	00:00:20.281	0.424	G
annotation	00:00:20.281	00:00:20.708	0.42700000000000005	M
annotation	00:00:20.708	00:00:21.135	0.42700000000000005	P
annotation	00:00:21.135	00:00:21.534	0.39899999999999997	D
annotation	00:00:21.534	00:00:21.933	0.39899999999999997	N
annotation	00:00:21.933	00:00:22.346	0.413	S
annotation	00:00:22.346	00:00:22.759	0.413	R
annotation	00:00:22.759	00:00:23.181	0.423	G
annotation	00:00:23.181	00:00:23.604	0.423	R
annotation	00:00:23.604	00:00:24.024	0.42	S
annotation	00:00:24.024	00:00:24.443	0.42	N
annotation	00:00:24.443	00:00:24.833	0.389	S
annotation	00:00:24.833	00:00:25.222	0.389	R
annotation	00:00:25.222	00:00:25.637	0.415	S
annotation	00:00:25.637	00:00:26.053	0.415	N
annotation	00:00:26.053	00:00:26.467	0.414	R
annotation	00:00:26.467	00:00:26.881	0.414	S
annotation	00:00:26.881	00:00:27.291	0.41	N
annotation	00:00:27.291	00:00:27.701	0.41	D
annotation	00:00:27.701	00:00:28.086	0.384	N
